ngo_name,unique_id,registered_with,type_of_ngo,registration_number,copy_of_registration_certificate,copy_of_pan_card,act_name,city_of_registration,state_of_registration,registration_date,key_issues,operational_areas_states,operational_areas_districts,FCRA_details,FCRA_registration_num,details_of_achievement,contact_details_address,contact_details_city,contact_details_state,contact_details_telephone,contact_details_website,contact_details_email,members_names_designations,members_names_pan_availability,members_names_aadhar_availability,source_of_funds_amount_sanctioned,source_of_funds_department_name,source_of_funds_source,source_of_funds_purpose,sector_number,ngo_num,page_num,page_num_total
WORLDWIDE EVANGELIZATION CRUSADE,UP/2017/0169277,Registrar of Societies,Registered Societies (Non-Government),20,Available,Available,"The Societies Act 21, Section 1860  Government Uttar Pradesh",LUCKNOW,UTTAR PRADESH,10-08-1938,Not Available,Not Available,Not Available,Available,136550014,Not Available,"NO.5, WAZIR HASAN ROAD, LUCKNOW",LUCKNOW,UTTAR PRADESH,Not Available,Not Available,Bishopkurian(at)gsoim[dot]org,"{' JOSH LAWRENCE DSOUZA': 'Treasurer', ' JOSEPH GREGORY DSOUZA': 'President', ' P V KURIAN': 'Vice President'}","{' JOSH LAWRENCE DSOUZA': 'Available', ' JOSEPH GREGORY DSOUZA': 'Available', ' P V KURIAN': 'Available'}","{' JOSH LAWRENCE DSOUZA': 'Available', ' JOSEPH GREGORY DSOUZA': 'Available', ' P V KURIAN': 'Available'}","{'2017-2018': 'Not Specified', '2016-2017': 'Not Specified', '2015-2016': 'Not Specified', '2018-2019': 'Not Specified'}","{'2017-2018': 'Not Specified', '2016-2017': 'Not Specified', '2015-2016': 'Not Specified', '2018-2019': 'Not Specified'}","{'2017-2018': 'Any Other', '2016-2017': 'Any Other', '2015-2016': 'Any Other', '2018-2019': 'Any Other'}","{'2017-2018': 'World Evangelization Crusade did not receive grants from the state government, central government or any international spending agency during this financial year. ', '2016-2017': 'World Evangelization Crusade did not receive grants from the state government, central government or any international spending agency during this financial year. ', '2015-2016': 'World Evangelization Crusade did not receive grants from the state government, central government or any international spending agency during this financial year. The funding for the year was received to support the aims and objects of the organization in accordance with both FCRA and Income tax regulations.', '2018-2019': 'World Evangelization Crusade did not receive grants from the state government, central government or any international spending agency during this financial year. '}",34,10,194,100
X-EEED SOCIETY,UP/2021/0296035,Registrar of Societies,Registered Societies (Non-Government),423/ 2009-2010,Available,Available,Act Number 21 Of Year 1860,Prayagraj,UTTAR PRADESH,17-07-2009,"Agriculture,Education &amp; Literacy,Environment &amp; Forests,Right to Information &amp; Advocacy,Women's Development &amp; Empowerment",UTTAR PRADESH,"UTTAR PRADESH-&gt;Pratapgarh, Kaushambi, Prayagraj, Jaunpur, Sant Ravidas Nagar (Bhadohi)",Not Available,Not Available,"Excellance In Education Award By Dainik Jagran For Free Education In Slum Areas.
Rotary Club Award For Education.","133/4B/2C, Chandpur Salori, Teliarganj, Prayagraj (Allahabad), Uttar Pradesh211004",Prayagraj,UTTAR PRADESH,Not Available,http://www.xeeedsociety.com,xeeedsociety(at)gmail[dot]com,"{' Vimla Mishra': 'Vice President', ' Kuldeep Mishra': 'Manager', ' Sudheer Kumar Tripathi': 'Treasurer'}","{' Vimla Mishra': 'Available', ' Kuldeep Mishra': 'Available', ' Sudheer Kumar Tripathi': 'Available'}","{' Vimla Mishra': 'Available', ' Kuldeep Mishra': 'Available', ' Sudheer Kumar Tripathi': 'Available'}","{'2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified', '2021-2022': 'Not Specified'}","{'2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified', '2021-2022': 'Not Specified'}","{'2018-2019': 'Any Other', '2019-2020': 'Any Other', '2020-2021': 'Any Other', '2021-2022': 'Any Other'}","{'2018-2019': 'We have got donation by public for social work like Free Education in slum areas, donation of old ', '2019-2020': 'We have got donation by public for social work like Free Education in slum areas, donation of old ', '2020-2021': 'We have got donation by public for social work like Free Education in slum areas, donation of old ', '2021-2022': 'We have got donation by public for social work like Free Education in slum areas, donation of old '}",34,11,194,100
XL Computer Training Institute,UP/2017/0157463,Registrar of Societies,Registered Societies (Non-Government),2324,Available,Available,"21,1860",Lucknow,UTTAR PRADESH,28-01-2005,"Dalit Upliftment,Education &amp; Literacy,Information &amp; Communication Technology,Science &amp; Technology,Scientific &amp; Industrial Research,Vocational Training,Women's Development &amp; Empowerment",UTTAR PRADESH,UTTAR PRADESH-&gt;Lucknow,Not Available,Not Available,"A number of students who have been trained at this Instt are well placed in various organisations govt as well as pvt sector 
We are also training partner to ESDM Electronics System Development and Maintenance an initiative of MoS GoI wherein three vocational courses are provided to students free of cost
Also we are duly accredited by  NIELIT for O level and CCC and these courses are being imparted to needy students charging a nominal fee or free of cost as the case may be","756, Azad Mohal, Sadar Cantonment, Lucknow",Lucknow,UTTAR PRADESH,Not Available,htt://www.xlcomputer.in,xlmanish(at)gmail[dot]com,"{' Manish Gupta': 'Secretary', ' Devendra Kumar Gupta': 'Treasurer', ' Prashant Gupta': 'President'}","{' Manish Gupta': 'Available', ' Devendra Kumar Gupta': 'Available', ' Prashant Gupta': 'Available'}","{' Manish Gupta': 'Available', ' Devendra Kumar Gupta': 'Available', ' Prashant Gupta': 'Available'}","{'2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2014-2015': 'Not Specified', '2015-2016': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2014-2015': 'Any Other', '2015-2016': 'Any Other', '2016-2017': 'Any Other', '2017-2018': 'Any Other'}","{'2014-2015': 'TOTAL GROSS RECEIPT AMOUNT TO RS 852000', '2015-2016': 'GROSS RECEIPT  RECEIVED IS OF RS  871507/-', '2016-2017': 'GROSS RECEIPT IS OF RS 28.74 LACS', '2017-2018': 'GROSS RECEIVED IF OF RS 53.45 LACS'}",34,12,194,100
Xpert Safety Solutions Private Limited,UP/2020/0257568,Registrar of Companies,Academic Institutions (Private),45382,Available,Available,COMPANIES ACT  1956,LUCKNOW,UTTAR PRADESH,22-06-2011,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2ND FLOOR MITTAL BHAWAN 10 STTION ROADOPP V MART HUSSAINGANJ LUCKNOW,LUCKNOW,UTTAR PRADESH,Not Available,http://xsspl.com/,xsspl[dot]corporate(at)gmail.com,"{' RAKESH KAUSHAL': 'Director', ' AMIT UMRAO': 'Chairman', ' RAJU YADAV': 'Treasurer'}","{' RAKESH KAUSHAL': 'Available', ' AMIT UMRAO': 'Available', ' RAJU YADAV': 'Available'}","{' RAKESH KAUSHAL': 'Available', ' AMIT UMRAO': 'Available', ' RAJU YADAV': 'Available'}","{'2020-2021': '47188432', '2019-2020': 'Not Specified', '2018-2019': 'Not Specified', '2017-2018': 'Not Specified'}","{'2020-2021': 'UPSDM', '2019-2020': 'Not Specified', '2018-2019': 'Not Specified', '2017-2018': 'Not Specified'}","{'2020-2021': 'State', '2019-2020': 'Any Other', '2018-2019': 'Any Other', '2017-2018': 'Any Other'}","{'2020-2021': 'ON GOING PROJECT', '2019-2020': 'PENDING ALL PROJECT', '2018-2019': 'ALL CLOSER PENDING', '2017-2018': 'ALL GOING PROJECT'}",34,13,194,100
Y J A J ANTERVED ADVENTURES SPORTS LONGEST WORLD TOUR ON FOOT SEVA SANSTHAN,UP/2022/0305635,Registrar of Societies,Registered Societies (Non-Government),1863/2007-08,Available,Available,"UNDER SECTION SOCIETY ACT-2, 1860",LUCKNOW,UTTAR PRADESH,26-10-2017,Not Available,Not Available,Not Available,Not Available,Not Available,"The society organized a camp at district Swachh Bharat Mission (SBM), Swachh Bharat Abhiyan (SBA), or Clean India Mission is a country-wide campaign initiated by the Government of India in 2014 to eliminate open defecation and improve solid waste management (SWM). Phase 1 of the mission lasted till October 2019. ","48/5, K L COLONY HANSKHERA, PARA, RAJAJIPURAM",LUCKNOW,UTTAR PRADESH,Not Available,Not Available,WORLDTOURBYONFOOTJOURNEY(at)GMAIL[dot]COM,"{' GOVINDA NAND': 'Legal Expert', ' JITENDRA PRATAP MISHRA': 'Manager', ' VAIBHAV AGARWAL': 'Member'}","{' GOVINDA NAND': 'Available', ' JITENDRA PRATAP MISHRA': 'Available', ' VAIBHAV AGARWAL': 'Available'}","{' GOVINDA NAND': 'Available', ' JITENDRA PRATAP MISHRA': 'Available', ' VAIBHAV AGARWAL': 'Available'}","{'2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified', '2017-2018': 'Not Specified'}","{'2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified', '2017-2018': 'Not Specified'}","{'2018-2019': 'Any Other', '2019-2020': 'Any Other', '2020-2021': 'Any Other', '2017-2018': 'Any Other'}","{'2018-2019': '1.\tPROGRMME ON WOMEN RIGHTS ', '2019-2020': '1.\tPROGRMME ON WOMEN RIGHTS ', '2020-2021': '1.\tPROGRMME ON WOMEN RIGHTS ', '2017-2018': 'The society has organized programmes on women right at district.  In this programme was attended by a member or women participants. The NGO’s and the member of society told about the fundamental rights of the women and also to educate all the women in rural and urban areas to stand face a problem which always happens in their life’s in the time to come.'}",34,14,194,100
Y K PUBLIC SCHOOL SAMITI,UP/2020/0258754,Registrar of Societies,Registered Societies (Non-Government),AG41640,Available,Available,"21, 1860",ALIGARH,UTTAR PRADESH,10-05-2006,"Agriculture,Animal Husbandry, Dairying  &amp;  Fisheries,Art &amp; Culture,Dalit Upliftment,Differently Abled,Drinking Water,Education &amp; Literacy,Aged/Elderly,Health &amp; Family Welfare,Human Rights,Labour &amp; Employment,Right to Information &amp; Advocacy,Rural Development &amp; Poverty Alleviation,Urban Development &amp; Poverty Alleviation,Water Resources,Youth Affairs",UTTAR PRADESH,UTTAR PRADESH-&gt;Aligarh,Not Available,Not Available,"SANITATION IN SLUM AREAS, WOMEN EMPOWERMENT CAMPAIGN, SAVE DAUGHTER TEACH DAUGHTER CAMPAIGN, FREE EDUCATION TO SC AND BACKWARD CLASSES, PLANTATION PROGRAMM",NEAR SHIV MANDIR BHAMOLA MAFI ALIGARH,ALIGARH,UTTAR PRADESH,Not Available,Not Available,ykpublicschoolsamiti(at)gmail[dot]com,"{' MAHENDRA SINGH': 'Manager', ' ASHLENDRA KUMAR': 'Manager', ' SAROJ DEVI': 'Treasurer'}","{' MAHENDRA SINGH': 'Available', ' ASHLENDRA KUMAR': 'Available', ' SAROJ DEVI': 'Available'}","{' MAHENDRA SINGH': 'Available', ' ASHLENDRA KUMAR': 'Available', ' SAROJ DEVI': 'Available'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2016-2017': 'Any Other', '2017-2018': 'Any Other', '2018-2019': 'Any Other', '2019-2020': 'Any Other'}","{'2016-2017': 'FINANCIAL SOURCES MANAGE BY CONTRIBUTION OF COMMITTEE MEMBERS AND DONATION BY PUBLIC', '2017-2018': 'FINANCIAL SOURCES MANAGE BY CONTRIBUTION OF COMMITTEE MEMBERS AND DONATION BY PUBLIC', '2018-2019': 'FINANCIAL SOURCES MANAGE BY CONTRIBUTION OF COMMITTEE MEMBERS AND DONATION BY PUBLIC\n', '2019-2020': 'FINANCIAL SOURCES MANAGE BY CONTRIBUTION OF COMMITTEE MEMBERS AND DONATION BY PUBLIC'}",34,15,194,100
Y P S EDUCATION WALFARE SOCIETY,UP/2021/0278619,Sub-Registrar,Academic Institutions (Private),2780/2008-09,Available,Available,21/1860,AGRA,UTTAR PRADESH,30-03-2009,Vocational Training,UTTAR PRADESH,UTTAR PRADESH-&gt;Agra,Not Available,Not Available,SKILL DEVELOPMENT ,C-38 PRATEEK ENCLAVE KAMLA NAGAR AGRA,AGRA,UTTAR PRADESH,Not Available,Not Available,ypsingh1977(at)gmail[dot]com,"{' SMT SONU SINGH': 'President', ' YATINDRA PRATAP SINGH': 'Secretary', ' ABHISHEK CHAUHAN': 'Treasurer', ' YOGENDRA PAL SINGH': 'Vice President'}","{' SMT SONU SINGH': 'Available', ' YATINDRA PRATAP SINGH': 'Available', ' ABHISHEK CHAUHAN': 'Available', ' YOGENDRA PAL SINGH': 'Available'}","{' SMT SONU SINGH': 'Available', ' YATINDRA PRATAP SINGH': 'Available', ' ABHISHEK CHAUHAN': 'Available', ' YOGENDRA PAL SINGH': 'Available'}","{'2020-2021': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2020-2021': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2020-2021': 'Any Other', '2017-2018': 'Any Other', '2018-2019': 'Any Other', '2019-2020': 'Any Other'}","{'2020-2021': 'PROVIDING RUNNING SKILL DEVELOPMENT ', '2017-2018': 'PROVIDING RUNNING SKILL DEVELOPMENT ', '2018-2019': '\nPROVIDING RUNNING SKILL DEVELOPMENT &amp;amp; WELFARE PROGRAM.\n1- PLANTATION \n2- ENVIRONMENTAL AWARENESS\n3- WOMENS AWARENESS \n\n4- FREE BOOK &amp;amp; STATIONARY DISTRIBUTION  &amp;amp; OTHER CHARITABLE SCHEME \n5- CENTRAL &amp;amp; STATE GOVT. FUNDED PROGRAMES\n6- FREE COMPUTER EDUCATION\nETC......', '2019-2020': 'PROVIDING RUNNING SKILL DEVELOPMENT WELFARE PROGRAM.\n1- PLANTATION \n2- ENVIRONMENTAL AWARENESS\n3- WOMENS AWARENESS \n\n4- FREE BOOK &amp;amp;amp; STATIONARY DISTRIBUTION  &amp;amp;amp; OTHER CHARITABLE SCHEME \n5- CENTRAL &amp;amp;amp; STATE GOVT. FUNDED PROGRAMES\n6- FREE COMPUTER EDUCATION\nETC......'}",34,16,194,100
Y R K CHAMAKTA SITARA FOUNDATION,UP/2019/0231730,Registrar of Societies,Registered Societies (Non-Government),LUC/07931/2018-2019,Available,Available,1860,LUCKNOW,UTTAR PRADESH,10-01-2019,"Education &amp; Literacy,Health &amp; Family Welfare,HIV/AIDS,Vocational Training,Women's Development &amp; Empowerment","ASSAM, HIMACHAL PRADESH, MAHARASHTRA, UTTAR PRADESH","ASSAM-&gt;Jorhat, HIMACHAL PRADESH-&gt;Kangra, MAHARASHTRA-&gt;Mumbai, UTTAR PRADESH-&gt;Kheri, Lucknow",Not Available,Not Available,ORGANIZED BLANCKET DISTRIBUTION TO THE POOR PEOPLE IN THE REGISTRATION MONTH AND PLANNING TO OPEN COMPUTER TRAINING AND EDUCATION CENTER ,"431/659, MOMIN NAGAR, CAMPBELL ROAD",LUCKNOW,UTTAR PRADESH,Not Available,Not Available,Yrkgroup(at)gmail[dot]com,"{' MOHAMMAD TOUQEER KHAN': 'President', ' MOHD AMIR': 'Secretary', ' ZEENAT MOHD TOUQEER KHAN': 'Treasurer'}","{' MOHAMMAD TOUQEER KHAN': 'Available', ' MOHD AMIR': 'Available', ' ZEENAT MOHD TOUQEER KHAN': 'Available'}","{' MOHAMMAD TOUQEER KHAN': 'Available', ' MOHD AMIR': 'Available', ' ZEENAT MOHD TOUQEER KHAN': 'Available'}",{'2018-2019': 'Not Specified'},{'2018-2019': 'Not Specified'},{'2018-2019': 'Any Other'},{'2018-2019': 'THIS IS A NEW NGO AND DIDNT RECIEVE GRANT TILL NOW'},34,17,194,100
YA ALI FOUNDATION TRUST,UP/2021/0286358,Sub-Registrar,Trust (Non-Government),34,Available,Available,Act 1882,Moradabad,UTTAR PRADESH,14-10-2020,Not Available,Not Available,Not Available,Not Available,Not Available,"Education, Women ","Gram- Basavanpur, Post Sidhlau, Nazarpur, Tehsil- Thakurdwara, District Muradabad (U.P.) 244402",Moradabad,UTTAR PRADESH,Not Available,Not Available,yaalifoundationtrust(at)gmail[dot]com,"{' Shahzad Alam': 'President', ' Tarannum Jahan': 'Secretary'}","{' Shahzad Alam': 'Available', ' Tarannum Jahan': 'Available'}","{' Shahzad Alam': 'Available', ' Tarannum Jahan': 'Available'}",{'2020-2021': 'Not Specified'},{'2020-2021': 'Not Specified'},{'2020-2021': 'Any Other'},{'2020-2021': 'Public Donation\nMisc. Receipts\nContribution for Member\nMembership Fees\nStudent Fee\n'},34,18,194,100
YA ALI MADAD FOUNDATION,UP/2021/0284577,Sub-Registrar,Trust (Non-Government),230,Available,Available,Indian Trust Act 1882,jaunpur,UTTAR PRADESH,05-09-2016,Education &amp; Literacy,UTTAR PRADESH,UTTAR PRADESH-&gt;Jaunpur,Not Available,Not Available,"We are working in education sector since last 8 years, then in 2016 we are creating a trust to serve this sector. We work in the field of computer education, we have students from both the places of the city and village, most of the students who come from the city can pay fees, but those who are the students of the village, they come from very poor society.so, we make a group of poor students and give them computer education, we take care that all the students get equal education.","Mohalla Katghara
Post Sadar
Jaunpur
UP",jaunpur,UTTAR PRADESH,Not Available,Not Available,YAMJNP(at)GMAIL[dot]COM,"{' raza danish mirza': 'Secretary', ' Shaheda Anjum': 'President', ' Zargam Abbas Miraza': 'Treasurer', ' Mohd Arif Raza': 'Member', ' Karan Kumar Singh': 'Member'}","{' raza danish mirza': 'Available', ' Shaheda Anjum': 'Available', ' Zargam Abbas Miraza': 'Available', ' Mohd Arif Raza': 'Available', ' Karan Kumar Singh': 'Available'}","{' raza danish mirza': 'Available', ' Shaheda Anjum': 'Available', ' Zargam Abbas Miraza': 'Available', ' Mohd Arif Raza': 'Available', ' Karan Kumar Singh': 'Available'}","{'2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2017-2018': 'Not Specified', '2018-2019': 'Not Specified', '2019-2020': 'Not Specified', '2020-2021': 'Not Specified'}","{'2017-2018': 'Any Other', '2018-2019': 'Any Other', '2019-2020': 'Any Other', '2020-2021': 'Any Other'}","{'2017-2018': 'Self finance', '2018-2019': 'Self finance', '2019-2020': 'Self finance', '2020-2021': 'Self finance'}",34,19,194,100
Yaar Alvi Educational and Welfare Society,UP/2013/0071433,Registrar of Societies,Registered Societies (Non-Government),G45746,Available,Available,1860,Siddharth Nagar,UTTAR PRADESH,18-11-2009,"Any Other,Health &amp; Family Welfare,HIV/AIDS,Labour &amp; Employment,Legal Awareness &amp; Aid,Panchayati Raj,Right to Information &amp; Advocacy,Tribal Affairs,Urban Development &amp; Poverty Alleviation,Vocational Training,Water Resources,Women's Development &amp; Empowerment",UTTAR PRADESH,UTTAR PRADESH-&gt;Siddharthnagar,Not Available,Not Available,"Educational Activities, culture health environment training women empowerment etc.","Mau Nankar, Krahi, Siddharth Nagar, U.P.
272153",Siddharth Nagar,UTTAR PRADESH,800-4753459,Not Available,jahmad[dot]yaews(at)gmail.com,"{' Jamal Ahmad': 'Chairman', ' Iqbal Ahmad': 'Treasurer', ' Seraj Ahmad': 'Secretary'}","{' Jamal Ahmad': 'Available', ' Iqbal Ahmad': 'Available', ' Seraj Ahmad': 'Available'}","{' Jamal Ahmad': 'Available', ' Iqbal Ahmad': 'Available', ' Seraj Ahmad': 'Available'}","{'2015-2016': 'Not Specified', '2013-2014': 'Not Specified', '2014-2015': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2015-2016': 'Not Specified', '2013-2014': 'Not Specified', '2014-2015': 'Not Specified', '2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2015-2016': 'Any Other', '2013-2014': 'Any Other', '2014-2015': 'Any Other', '2016-2017': 'Any Other', '2017-2018': 'Any Other'}","{'2015-2016': 'Donation, Subscription', '2013-2014': 'Donation, Subscription', '2014-2015': 'Donation, Subscription ', '2016-2017': 'Donation, Subscription ', '2017-2018': 'Society have no receive any fund.'}",34,20,194,100
YAD ALI EDUCATIONAL SOCIAL WELFARE SOCIETY,UP/2018/0203650,Registrar of Societies,Registered Societies (Non-Government),374,Available,Available,"21 ,1860",Miranpur katra,UTTAR PRADESH,28-04-2016,Education &amp; Literacy,UTTAR PRADESH,UTTAR PRADESH-&gt;Shahjahanpur,Not Available,Not Available,NOT APPLICABLE,"Moh: Atishbazan , miranpur katra Distt: Shahjahanpur (U.P) PIN; 242301",Miranpur katra,UTTAR PRADESH,Not Available,Not Available,mohduvaisraza92(at)gmail[dot]com,"{' MOHAMMAD UVAIS RAZA ': 'Manager', ' ASIF ALI KHAN': 'Vice President', ' SHARAFAT KHAN': 'President', ' MOHD ZUBAIR KHAN': 'Treasurer'}","{' MOHAMMAD UVAIS RAZA ': 'Available', ' ASIF ALI KHAN': 'Available', ' SHARAFAT KHAN': 'Available', ' MOHD ZUBAIR KHAN': 'Available'}","{' MOHAMMAD UVAIS RAZA ': 'Available', ' ASIF ALI KHAN': 'Available', ' SHARAFAT KHAN': 'Available', ' MOHD ZUBAIR KHAN': 'Available'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified', '2018-2019': 'Not Specified'}","{'2016-2017': 'Any Other', '2017-2018': 'Any Other', '2018-2019': 'Any Other'}","{'2016-2017': 'NOT APPLICABLE', '2017-2018': 'NOT APPLICABLE', '2018-2019': 'NOT APPLICABLE'}",34,21,194,100
YADU DEVNATH PHULVASI EDUCATIONAL RESEARCH AND SOCIAL MEMORIAL TRUST,UP/2019/0229491,Any Other,Trust (Non-Government),48,Available,Available,1882,GHAZIPUR,UTTAR PRADESH,26-10-2016,"Agriculture,Animal Husbandry, Dairying  &amp;  Fisheries,Education &amp; Literacy,Panchayati Raj,Children,Environment &amp; Forests,Health &amp; Family Welfare,HIV/AIDS,Labour &amp; Employment,Land Resources,Rural Development &amp; Poverty Alleviation,Urban Development &amp; Poverty Alleviation,Any Other",UTTAR PRADESH,"UTTAR PRADESH-&gt;Ghazipur, Ballia, Mau, Azamgarh, Jaunpur, Chandauli",Not Available,Not Available,Not Available,"VILLMARDANPUR, POST GURAINI
DIST - GHAZIPUR",GHAZIPUR,UTTAR PRADESH,Not Available,Not Available,ydpet9415(at)gmail[dot]com,"{' SUBHASH CHANDRA YADAV': 'Chairman', ' RAMA': 'Secretary', ' ANTI': 'Treasurer'}","{' SUBHASH CHANDRA YADAV': 'Available', ' RAMA': 'Available', ' ANTI': 'Available'}","{' SUBHASH CHANDRA YADAV': 'Available', ' RAMA': 'Available', ' ANTI': 'Available'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2016-2017': 'Not Specified', '2017-2018': 'Not Specified'}","{'2016-2017': 'Any Other', '2017-2018': 'Any Other'}","{'2016-2017': 'NOT YET GET ANY FUND', '2017-2018': 'NOT YET GET ANY FUND'}",34,22,194,100
YADU PUBLIC SCHOOL SOCIETY,UP/2018/0199203,Registrar of Societies,Registered Societies (Non-Government),655/1993-1994,Available,Available,Society Registration Act 1860,NOIDA,UTTAR PRADESH,23-06-1993,Education &amp; Literacy,UTTAR PRADESH,UTTAR PRADESH-&gt;Gautam Buddha Nagar,Not Available,Not Available,Not Available,"Sector -73, Sharfabad, Noida, Uttar Pradesh",NOIDA,UTTAR PRADESH,Not Available,Not Available,ravikiranjindal(at)gmail[dot]com,"{'  Umlesh Yadav': 'President', ' Kunal Yadav': 'Vice President', ' UPJOT SINGH DUGGAL': 'Member'}","{'  Umlesh Yadav': 'Available', ' Kunal Yadav': 'Available', ' UPJOT SINGH DUGGAL': 'Available'}","{'  Umlesh Yadav': 'Available', ' Kunal Yadav': 'Available', ' UPJOT SINGH DUGGAL': 'Available'}","{'2017-2018': 'Not Specified', '2015-2016': 'Not Specified', '2014-2015': 'Not Specified', '2016-2017': 'Not Specified'}","{'2017-2018': 'Not Specified', '2015-2016': 'Not Specified', '2014-2015': 'Not Specified', '2016-2017': 'Not Specified'}","{'2017-2018': 'Any Other', '2015-2016': 'Any Other', '2014-2015': 'Any Other', '2016-2017': 'Any Other'}","{'2017-2018': 'not applied for any grants. Society is running two schools', '2015-2016': 'not applied for any grants. Society is running two schools', '2014-2015': 'not applied for any grants. Society is running two schools', '2016-2017': 'not applied for any grants yet. society is running two schools'}",34,23,194,100
YADUVANSHI JANTA SHIKSHAN SANSTHAN,UP/2017/0119185,Registrar of Societies,Registered Societies (Non-Government),806/193-94,Available,Available,SOCIETY ACT_1860,GHAZIPUR,UTTAR PRADESH,11-02-1994,Education &amp; Literacy,UTTAR PRADESH,UTTAR PRADESH-&gt;Ghazipur,Not Available,Not Available,"`Disability is a lack ability relative to a personal or group standard or norm. In reality there is often a simply a spectrum of ability .Disability may involve physical impairment such as sensory impairment ,cognitive or intellectual impairment,cognitive or intellectual impairment,mental disorder (also known as psychiatric or psychosocial disability ),or various types of chronic disease .A disability may occur during a person s life time or may from birth",VILLAGE MALIKPURA ZAHURABAD GHAZIPUR UP PIN 233222,GHAZIPUR,UTTAR PRADESH,05493-280026,Not Available,yaduvanshijss09(at)rediffmail[dot]com,"{' SHESHNATH YADAV': 'Secretary', ' PARASNATH YADAV': 'Chairman', ' SUNIL SINGH': 'President'}","{' SHESHNATH YADAV': 'Available', ' PARASNATH YADAV': 'Available', ' SUNIL SINGH': 'Available'}","{' SHESHNATH YADAV': 'Available', ' PARASNATH YADAV': 'Available', ' SUNIL SINGH': 'Available'}",{'2017-2018': 'Not Specified'},{'2017-2018': 'Not Specified'},{'2017-2018': 'Any Other'},{'2017-2018': 'ghyi uiy oiu klu;o nlsdkjfv /werkl/top '},34,24,194,100
Yaggyadutt Dayashankar Sewa Samiti,UP/2020/0263513,Registrar of Societies,Registered Societies (Non-Government),SIT/06688/2018-2019,Available,Available,1860,Sitapur,UTTAR PRADESH,06-12-2018,"Agriculture,Differently Abled,Education &amp; Literacy,Health &amp; Family Welfare,Rural Development &amp; Poverty Alleviation,Urban Development &amp; Poverty Alleviation,Women's Development &amp; Empowerment",UTTAR PRADESH,UTTAR PRADESH-&gt;Sitapur,Not Available,Not Available,Not Available,"Sitapur 261131, Uttar Pradesh",Sitapur,UTTAR PRADESH,Not Available,Not Available,pandeybalram24(at)gmail[dot]com,"{' Neeraj Awasthi': 'President', ' Balram Krishna Pandey': 'Secretary', ' Shyam Krishna Panday': 'Treasurer'}","{' Neeraj Awasthi': 'Available', ' Balram Krishna Pandey': 'Available', ' Shyam Krishna Panday': 'Available'}","{' Neeraj Awasthi': 'Available', ' Balram Krishna Pandey': 'Available', ' Shyam Krishna Panday': 'Available'}","{'2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2018-2019': 'Not Specified', '2019-2020': 'Not Specified'}","{'2018-2019': 'Any Other', '2019-2020': 'Any Other'}","{'2018-2019': 'Public Contribution ', '2019-2020': 'Public Contribution '}",34,25,194,100
